time,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,daily_confirm,cum_confirm
2020-11-15,559.2020221795591,578.0479778204408,1628.5,1341.0,1335.75,1421.5,1134.5,679.25,474.75,9152.5,360475.75
2020-11-16,561.5376648310015,580.4623351689984,1642.2,1354.4,1344.0,1432.4,1138.4,676.2,486.2,9215.8,365386.0
2020-11-17,556.4566176594425,575.210049007224,1641.1666666666667,1368.3333333333333,1363.3333333333333,1440.5,1154.5,685.1666666666666,499.6666666666667,9284.333333333334,370264.0
2020-11-18,528.311831022512,546.1167404060593,1565.7142857142858,1314.142857142857,1305.2857142857142,1383.5714285714287,1108.2857142857142,653.5714285714286,470.2857142857143,8875.285714285714,374665.5714285714
2020-11-19,519.1799950920604,536.6771477650824,1569.4285714285713,1328.142857142857,1302.857142857143,1386.0,1108.142857142857,650.8571428571429,479.42857142857144,8880.714285714286,383546.28571428574
2020-11-20,521.4980765205597,539.0733520508687,1601.857142857143,1351.2857142857142,1339.857142857143,1415.2857142857142,1138.7142857142858,681.2857142857143,510.85714285714283,9099.714285714286,392646.0
2020-11-21,521.7088111958776,539.2911888041222,1608.857142857143,1387.4285714285713,1378.7142857142858,1448.4285714285713,1160.7142857142858,705.5714285714286,530.0,9280.714285714286,401926.71428571426
2020-11-22,509.9076693780632,527.0923306219368,1605.857142857143,1397.2857142857142,1390.5714285714287,1471.0,1183.0,711.8571428571429,542.0,9338.57142857143,411265.28571428574
2020-11-23,463.47579591630534,479.09563265512315,1451.0,1282.5714285714287,1283.4285714285713,1351.142857142857,1101.7142857142858,666.7142857142857,501.2857142857143,8580.42857142857,419845.71428571426
2020-11-24,457.92644946626166,473.35926481945256,1436.857142857143,1289.5714285714287,1283.5714285714287,1370.4285714285713,1106.2857142857142,672.0,512.2857142857143,8602.285714285714,428448.0
2020-11-25,467.4095098555768,483.16191871585175,1470.2857142857142,1317.2857142857142,1312.4285714285713,1396.5714285714287,1122.5714285714287,673.7142857142857,517.8571428571429,8761.285714285714,437209.28571428574
2020-11-26,479.35114145693655,495.50600140020623,1505.5714285714287,1346.7142857142858,1341.142857142857,1423.5714285714287,1148.7142857142858,676.0,518.8571428571429,8935.42857142857,446144.71428571426
2020-11-27,482.3716718031628,498.62832819683706,1540.4285714285713,1377.2857142857142,1383.5714285714287,1447.142857142857,1152.142857142857,667.1428571428571,525.8571428571429,9074.57142857143,455219.28571428574
2020-11-28,488.763956954479,505.23604304552083,1562.142857142857,1398.5714285714287,1390.2857142857142,1469.0,1155.857142857143,655.7142857142857,531.0,9156.57142857143,464375.85714285716
2020-11-29,500.2841192052027,517.1444522233686,1592.857142857143,1409.2857142857142,1386.4285714285713,1460.7142857142858,1131.857142857143,639.4285714285714,533.8571428571429,9171.857142857143,473547.71428571426
2020-11-30,550.8604412815502,569.4252730041638,1768.2857142857142,1553.142857142857,1513.857142857143,1603.142857142857,1224.4285714285713,693.4285714285714,585.4285714285714,10062.0,483609.71428571426
2020-12-01,565.5416236620456,584.6012334808114,1805.7142857142858,1568.857142857143,1527.5714285714287,1603.5714285714287,1235.142857142857,700.1428571428571,571.7142857142857,10162.857142857143,493772.5714285714
2020-12-02,561.8888892898649,580.8253964244205,1790.142857142857,1553.142857142857,1516.857142857143,1596.5714285714287,1225.857142857143,703.2857142857143,567.7142857142857,10096.285714285714,503868.85714285716
2020-12-03,561.7483995063195,580.6801719222518,1774.5714285714287,1536.2857142857142,1496.2857142857142,1587.2857142857142,1213.4285714285713,706.7142857142857,562.1428571428571,10019.142857142857,513888.0
2020-12-04,557.8849304588208,576.6864981126075,1727.4285714285713,1511.5714285714287,1454.142857142857,1552.857142857143,1202.857142857143,710.0,558.1428571428571,9851.57142857143,523739.5714285714
2020-12-05,559.0790936189568,577.920906381043,1695.2857142857142,1492.5714285714287,1436.142857142857,1514.5714285714287,1179.5714285714287,705.2857142857143,553.0,9713.42857142857,533453.0
2020-12-06,557.8146855670482,576.6138858615232,1652.5714285714287,1477.2857142857142,1424.0,1492.7142857142858,1185.0,709.4285714285714,555.0,9630.42857142857,543083.4285714285
2020-12-07,547.6994211517787,566.1577217053642,1596.2857142857142,1445.5714285714287,1393.4285714285713,1453.5714285714287,1162.857142857143,705.2857142857143,548.5714285714286,9419.42857142857,552502.8571428572
2020-12-08,538.2866056542359,556.4276800600495,1532.5714285714287,1399.5714285714287,1357.857142857143,1419.0,1123.4285714285713,687.1428571428571,550.5714285714286,9164.857142857143,561667.7142857143
2020-12-09,535.8982793339641,553.9588635231787,1507.857142857143,1383.7142857142858,1338.5714285714287,1390.7142857142858,1112.857142857143,680.1428571428571,549.5714285714286,9053.285714285714,570721.0
2020-12-10,530.4191777756931,548.2951079385924,1472.4285714285713,1363.5714285714287,1325.142857142857,1365.2857142857142,1096.5714285714287,674.2857142857143,548.7142857142857,8924.714285714286,579645.7142857143
2020-12-11,523.043464139559,540.6708215747266,1446.7142857142858,1352.5714285714287,1298.2857142857142,1340.5714285714287,1072.7142857142858,646.8571428571429,527.7142857142857,8749.142857142857,588394.8571428572
2020-12-12,508.64326132615446,525.7853101024169,1410.857142857143,1319.142857142857,1263.857142857143,1300.7142857142858,1055.142857142857,634.8571428571429,520.2857142857143,8539.285714285714,596934.1428571428
2020-12-13,492.9786504608411,509.59277811058735,1367.2857142857142,1284.7142857142858,1229.5714285714287,1266.142857142857,1018.4285714285714,621.5714285714286,500.0,8290.285714285714,605224.4285714285
2020-12-14,476.7520804613463,492.81934811008216,1344.2857142857142,1260.142857142857,1198.5714285714287,1240.142857142857,999.7142857142857,598.4285714285714,496.42857142857144,8107.285714285715,613331.7142857143
2020-12-15,461.36844916312396,476.9172651225902,1339.142857142857,1253.857142857143,1186.2857142857142,1223.142857142857,987.5714285714286,583.1428571428571,483.7142857142857,7995.142857142857,621326.8571428572
2020-12-16,449.35657266999164,464.50057018715125,1310.4285714285713,1238.2857142857142,1172.0,1207.857142857143,966.7142857142857,572.2857142857143,477.14285714285717,7858.571428571428,629185.4285714285
2020-12-17,439.9437571724492,454.77052854183654,1300.0,1231.7142857142858,1161.142857142857,1202.5714285714287,964.5714285714286,564.5714285714286,475.14285714285717,7794.428571428572,636979.8571428572
2020-12-18,427.58065622045297,441.99077235097553,1272.0,1198.2857142857142,1137.5714285714287,1171.4285714285713,945.5714285714286,553.4285714285714,459.14285714285717,7607.0,644586.8571428572
2020-12-19,416.6926979956838,430.7358734328876,1242.7142857142858,1166.4285714285713,1108.4285714285713,1149.142857142857,912.4285714285714,539.0,437.85714285714283,7403.428571428572,651990.2857142857
2020-12-20,406.01547444623264,419.698811268053,1227.857142857143,1145.0,1099.857142857143,1136.5714285714287,922.2857142857143,532.7142857142857,440.2857142857143,7330.285714285715,659320.5714285715
2020-12-21,389.9293942302833,403.0706057697167,1181.7142857142858,1102.857142857143,1064.7142857142858,1101.2857142857142,903.0,522.5714285714286,409.85714285714283,7079.0,666399.5714285715
2020-12-22,355.29866258634,367.2727659850886,1062.142857142857,992.4285714285714,960.4285714285714,998.4285714285714,830.1428571428571,478.2857142857143,368.14285714285717,6412.571428571428,672812.1428571428
2020-12-23,365.27343721806403,377.5837056390788,1090.5714285714287,1018.7142857142857,990.4285714285714,1016.7142857142857,854.2857142857143,485.42857142857144,372.42857142857144,6571.428571428572,679383.5714285715
2020-12-24,371.52523258583466,384.0461959855939,1131.4285714285713,1043.5714285714287,1017.7142857142857,1040.0,863.5714285714286,495.42857142857144,372.2857142857143,6719.571428571428,686103.1428571428
2020-12-25,381.9917214599678,394.86542139717506,1170.7142857142858,1073.857142857143,1049.142857142857,1072.4285714285713,880.5714285714286,513.0,383.0,6919.571428571428,693022.7142857143
2020-12-26,388.94596574546557,402.05403425453443,1219.0,1103.5714285714287,1070.5714285714287,1087.2857142857142,899.1428571428571,521.2857142857143,383.14285714285717,7075.0,700097.7142857143
2020-12-27,405.9452295544601,419.62619901696837,1264.7142857142858,1142.5714285714287,1092.5714285714287,1112.2857142857142,909.7142857142857,531.8571428571429,384.85714285714283,7264.142857142857,707361.8571428572
2020-12-28,428.0723704628621,442.49905810856643,1308.142857142857,1177.5714285714287,1129.5714285714287,1151.7142857142858,924.1428571428571,546.8571428571429,396.57142857142856,7505.142857142857,714867.0
2020-12-29,447.0384912414923,462.10436590136476,1361.5714285714287,1214.5714285714287,1161.142857142857,1172.2857142857142,947.7142857142857,562.5714285714286,400.85714285714283,7729.857142857143,722596.8571428572
2020-12-30,462.4221225397146,478.0064488888568,1400.2857142857142,1234.5714285714287,1162.857142857143,1187.5714285714287,958.2857142857143,573.5714285714286,399.2857142857143,7856.857142857143,730453.7142857143
2020-12-31,473.31008076448376,489.2613478069447,1419.857142857143,1233.0,1152.2857142857142,1187.7142857142858,962.8571428571429,567.5714285714286,400.14285714285717,7886.0,738339.7142857143
2021-01-01,490.94154859943274,507.48702282913854,1473.2857142857142,1239.5714285714287,1149.7142857142858,1186.142857142857,957.7142857142857,557.2857142857143,383.0,7945.142857142857,746284.8571428572
2021-01-02,510.7506080793356,527.9636776349499,1485.7142857142858,1244.7142857142858,1150.4285714285713,1188.0,955.8571428571429,540.5714285714286,372.57142857142856,7976.571428571428,754261.4285714285
2021-01-03,518.4073012825605,535.8784130031537,1499.0,1224.5714285714287,1130.4285714285713,1178.7142857142858,923.4285714285714,536.4285714285714,350.7142857142857,7897.571428571428,762159.0
2021-01-04,526.9771780788304,544.7371076354551,1520.2857142857142,1218.2857142857142,1124.857142857143,1158.2857142857142,912.0,528.5714285714286,344.0,7878.0,770037.0
2021-01-05,555.3561143550031,574.0724570735681,1580.7142857142858,1272.142857142857,1173.142857142857,1213.4285714285713,947.8571428571429,547.8571428571429,363.42857142857144,8228.0,778265.0
2021-01-06,542.6417889441435,560.9296396272848,1531.0,1215.857142857143,1118.857142857143,1172.142857142857,908.7142857142857,529.7142857142857,355.0,7934.857142857143,786199.8571428572
2021-01-07,531.8240756111471,549.7473529602813,1466.4285714285713,1164.4285714285713,1093.7142857142858,1136.0,879.4285714285714,518.2857142857143,346.7142857142857,7686.571428571428,793886.4285714285
2021-01-08,513.3496690749256,530.6503309250742,1364.2857142857142,1075.2857142857142,1023.8571428571429,1069.7142857142858,821.5714285714286,487.2857142857143,320.2857142857143,7206.285714285715,801092.7142857143
2021-01-09,490.16885478993294,506.6882880672098,1279.142857142857,1013.7142857142857,964.4285714285714,1023.4285714285714,785.7142857142857,470.85714285714283,311.0,6845.142857142857,807937.8571428572
2021-01-10,470.2895504182574,486.1390210103139,1195.4285714285713,972.4285714285714,927.1428571428571,983.2857142857143,760.1428571428571,445.14285714285717,305.85714285714283,6545.857142857143,814483.7142857143
2021-01-11,459.96355132766985,475.46502010090154,1138.4285714285713,931.5714285714286,900.8571428571429,956.5714285714286,744.1428571428571,430.7142857142857,298.7142857142857,6336.428571428572,820820.1428571428
2021-01-12,449.70779712885496,464.86363144257353,1099.2857142857142,897.8571428571429,863.8571428571429,932.0,716.2857142857143,408.14285714285717,286.57142857142856,6118.571428571428,826938.7142857143
2021-01-13,459.9986737735562,475.5013262264438,1118.1666666666667,917.0,892.6666666666666,951.1666666666666,730.8333333333334,414.0,299.0,6258.333333333333,830094.6666666666
2021-01-14,483.0600717425352,499.3399282574648,1163.4,961.6,922.2,991.0,767.0,435.2,319.4,6542.2,833545.2
2021-01-15,455.3273884706712,470.6726115293288,1080.0,924.0,865.5,935.0,727.75,400.25,291.25,6149.75,836693.0
